11.log,11,000,[],am1,-10.4404637588,-14.0541355352,0.7744359846,1.8060195467,6,2.534,-0.0122985,000,0
1111-.log,1111-,000,[],am1,-10.8853698849,-12.4603647826,-1.4386658646,1.4604349717,11,0.0764,-0.0186809,000,0
1111-11-.log,1111-11-,000,[],am1,-10.804279961,-12.3360087584,-2.3559616145,-0.2146978186,16,2.0473,-0.0006439,000,0
1111-11-11-.log,1111-11-11-,000,[],am1,-8.6744449464,-10.4067216428,-3.6242842161,-2.5831766697,21,6.1865,0.1811824,000,0
1111-11-11.log,1111-11-11,000,[],am1,-8.4211069627,-10.28671944,-2.7010019618,-1.5113202595,21,6.1478,0.2070868,000,0
1111-11.log,1111-11,000,[],am1,-10.6723047493,-12.296280138,-2.3028994159,-0.0889812252,16,2.0283,0.0069025,000,0
1111-1111-.log,1111-1111-,000,[],am1,-9.1321404229,-11.3071463347,-4.307289951,-1.8903748367,21,0.118,0.161163,000,0
1111-1111.log,1111-1111,000,[],am1,-9.3283345005,-11.2861935691,-4.3334128795,-1.9948665507,21,3.0164,0.1504221,000,0
1111.log,1111,000,[],am1,-10.7985655704,-12.3452606289,-1.32845976,1.4675099315,11,3.7108,-0.0138213,000,0
111111-.log,111111-,000,[],am1,-10.7980213427,-12.3368250999,-2.3556895006,-0.2152420463,16,2.0833,-0.0005251,000,0
111111-11-.log,111111-11-,000,[],am1,-9.4042542615,-11.1849672212,-4.6172276131,-2.255551608,21,0.1466,0.1492605,000,0
111111-11.log,111111-11,000,[],am1,-9.3247970206,-11.2815676339,-4.3290590581,-1.99268964,21,3.03,0.1503779,000,0
111111.log,111111,000,[],am1,-10.9395205388,-12.1466175268,-2.2988177084,-0.247895707,16,3.8695,0.0017569,000,0
11111111-.log,11111111-,000,[],am1,-8.678526654,-10.4108033504,-3.6395225911,-2.5717478885,21,6.177,0.1820307,000,0
11111111.log,11111111,000,[],am1,-9.7283418433,-10.8252327266,-4.8667560031,-2.3491587685,21,3.514,0.1858356,000,0
12aa.log,12aa,000,[],am1,-8.9955392759,-12.808670496,1.036753725,2.0065674457,13,0.5606,0.0976971,000,0
12aa12aa-.log,12aa12aa-,000,[],am1,-8.0129362048,-12.8279905786,-0.1186416336,1.3989372442,25,0.0013,0.1823002,000,0
12aa12aa-12aa-12aa-.log,12aa12aa-12aa-12aa-,000,[],am1,-7.4556470634,-10.4483550601,-0.820967451,0.0195921964,49,0.6885,0.3523365,000,0
12aa12aa-12aa-12aa.log,12aa12aa-12aa-12aa,000,[],am1,-7.4717017799,-10.4516204262,-0.8495394041,0.0019047969,49,0.6641,0.3515925,000,0
12aa12aa-12aa.log,12aa12aa-12aa,000,[],am1,-7.6515690272,-10.3675372501,-0.6038206078,0.4862674296,37,0.6858,0.2668613,000,0
12aa12aa-12aa12aa-.log,12aa12aa-12aa12aa-,000,[],am1,-7.4760556013,-10.465498232,-0.8718527388,-0.0081634152,49,0.0048,0.3514563,000,0
12aa12aa-12aa12aa.log,12aa12aa-12aa12aa,000,[],am1,-7.4659873893,-10.4717568503,-0.8522605424,-0.0024490245,49,0.6814,0.3516152,000,0
